INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B20DCCN100', 'Chị Ngọc Mai', '2006-07-13', 'Nam', 'D20CQCN01', 'MaiCN.B20CN100@stu.ptit.edu.vn', '00 3508 1811');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B22DCDT106', 'Trung Hoàng Phạm', '2006-10-19', 'Nữ', 'D20CQDT01', 'PhamTH.B22DT106@stu.ptit.edu.vn', '(09) 3883 3931');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B22DCDT107', 'Bác Nam Vũ', '2006-06-25', 'Nữ', 'D20CQDT01', 'VuBN.B22DT107@stu.ptit.edu.vn', '(00)612-6986');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B22DCDT108', 'Ông Anh Lê', '2003-12-05', 'Nam', 'D20CQDT01', 'LeÔA.B22DT108@stu.ptit.edu.vn', '+84-40-304 0921');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B22DCDT109', 'Nhật Tấn Bùi', '2006-01-26', 'Nữ', 'D20CQDT01', 'BuiNT.B22DT109@stu.ptit.edu.vn', '(09)250-8864');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCCN100', 'Chị Vân Bùi', '2004-02-25', 'Nữ', 'D20CQCN01', 'BuiCV.B23CN100@stu.ptit.edu.vn', '(05) 5549 5003');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCCN101', 'Cô Nhật Mai', '2004-07-13', 'Nữ', 'D20CQCN01', 'MaiCN.B23CN101@stu.ptit.edu.vn', '+84 28 2273070');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCCN102', 'Cô Hồng Đặng', '2007-04-02', 'Nữ', 'D20CQCN01', 'DangCH.B23CN102@stu.ptit.edu.vn', '01 1937128');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCCN103', 'Hải Hữu Lê', '2006-11-17', 'Nam', 'D20CQCN01', 'LeHH.B23CN103@stu.ptit.edu.vn', '(07)207-7506');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCCN104', 'Hải Hải Hoàng', '2005-08-05', 'Nam', 'D20CQCN01', 'HoangHH.B23CN104@stu.ptit.edu.vn', '+84 37 8140086');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCCN105', 'Anh Minh Nguyễn', '2005-03-13', 'Nam', 'D20CQCN01', 'NguyenAM.B23CN105@stu.ptit.edu.vn', '(01)892-4952');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCCN106', 'Chị Duyên Phạm', '2005-07-01', 'Nữ', 'D20CQCN01', 'PhamCD.B23CN106@stu.ptit.edu.vn', '07 0388100');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCCN107', 'Bác Bảo Vũ', '2006-04-14', 'Nữ', 'D20CQCN01', 'VuBB.B23CN107@stu.ptit.edu.vn', '+84 90 1309423');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCCN108', 'Bà Khoa Bùi', '2005-05-14', 'Nữ', 'D20CQCN01', 'BuiBK.B23CN108@stu.ptit.edu.vn', '(06)140-9780');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCCN109', 'Thành Xuân Dương', '2002-05-28', 'Nam', 'D20CQCN01', 'DuongTX.B23CN109@stu.ptit.edu.vn', '+84-69-691 2703');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCAT100', 'Chị Ngọc Phạm', '2007-03-15', 'Nam', 'D20CQAT01', 'PhamCN.B23AT100@stu.ptit.edu.vn', '+84-98-760 7391');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCAT101', 'Bà Yến Nguyễn', '2004-08-09', 'Nữ', 'D20CQAT01', 'NguyenBY.B23AT101@stu.ptit.edu.vn', '+84 04 0097351');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCAT102', 'Anh Hải Bùi', '2005-07-13', 'Nam', 'D20CQAT01', 'BuiAH.B23AT102@stu.ptit.edu.vn', '+84-83-668 6646');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCAT103', 'Bà Linh Dương', '2002-06-10', 'Nam', 'D20CQAT01', 'DuongBL.B23AT103@stu.ptit.edu.vn', '(05) 4041 0514');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCAT104', 'Ông Quang Mai', '2006-09-04', 'Nữ', 'D20CQAT01', 'MaiÔQ.B23AT104@stu.ptit.edu.vn', '+84 99 2600235');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCAT105', 'Nam Thế Vũ', '2005-05-28', 'Nữ', 'D20CQAT01', 'VuNT.B23AT105@stu.ptit.edu.vn', '+84 89 6388612');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCAT106', 'Hải Xuân Hoàng', '2003-06-06', 'Nữ', 'D20CQAT01', 'HoangHX.B23AT106@stu.ptit.edu.vn', '(01)223-9730');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCAT107', 'Nam Văn Mai', '2005-12-11', 'Nam', 'D20CQAT01', 'MaiNV.B23AT107@stu.ptit.edu.vn', '+84-60-677 4402');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCAT108', 'Huy Văn Hoàng', '2006-05-10', 'Nam', 'D20CQAT01', 'HoangHV.B23AT108@stu.ptit.edu.vn', '+84-21-174874');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCAT109', 'Ông Hoàng Nguyễn', '2003-11-04', 'Nữ', 'D20CQAT01', 'NguyenÔH.B23AT109@stu.ptit.edu.vn', '+84-67-291032');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCVT100', 'Ông Bảo Hoàng', '2005-07-19', 'Nam', 'D20CQVT01', 'HoangÔB.B23VT100@stu.ptit.edu.vn', '03 3302893');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCVT101', 'Cô Duyên Lê', '2003-05-07', 'Nam', 'D20CQVT01', 'LeCD.B23VT101@stu.ptit.edu.vn', '(03)800-6439');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCVT102', 'Khoa Hoàng Dương', '2003-05-06', 'Nam', 'D20CQVT01', 'DuongKH.B23VT102@stu.ptit.edu.vn', '+84-00-054354');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCVT103', 'An Mai Vũ', '2002-08-14', 'Nam', 'D20CQVT01', 'VuAM.B23VT103@stu.ptit.edu.vn', '02 5203 4209');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCVT104', 'Ông Trọng Nguyễn', '2002-07-01', 'Nữ', 'D20CQVT01', 'NguyenÔT.B23VT104@stu.ptit.edu.vn', '02 7533 9672');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCVT105', 'Chị Bảo Hoàng', '2006-03-15', 'Nữ', 'D20CQVT01', 'HoangCB.B23VT105@stu.ptit.edu.vn', '08 4069 5340');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCVT106', 'Anh Đức Mai', '2006-03-14', 'Nam', 'D20CQVT01', 'MaiAĐ.B23VT106@stu.ptit.edu.vn', '+84-10-623 9385');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCVT107', 'Châu Mai Nguyễn', '2004-04-19', 'Nữ', 'D20CQVT01', 'NguyenCM.B23VT107@stu.ptit.edu.vn', '+84-78-286 2711');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCVT108', 'Nhiên Xuân Mai', '2004-12-15', 'Nữ', 'D20CQVT01', 'MaiNX.B23VT108@stu.ptit.edu.vn', '03 4683239');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCVT109', 'Bảo Xuân Hoàng', '2007-03-06', 'Nam', 'D20CQVT01', 'HoangBX.B23VT109@stu.ptit.edu.vn', '+84-55-419657');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCDT100', 'Bà Linh Dương', '2005-01-07', 'Nữ', 'D20CQDT01', 'DuongBL.B23DT100@stu.ptit.edu.vn', '+84-82-182 3484');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCDT101', 'Bác Châu Vũ', '2004-10-23', 'Nữ', 'D20CQDT01', 'VuBC.B23DT101@stu.ptit.edu.vn', '+84-51-646389');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCDT102', 'Bảo Mai Trần', '2005-02-22', 'Nam', 'D20CQDT01', 'TranBM.B23DT102@stu.ptit.edu.vn', '02 5472 7259');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCDT103', 'Phương Trí Trần', '2003-08-08', 'Nữ', 'D20CQDT01', 'TranPT.B23DT103@stu.ptit.edu.vn', '+84-27-334 6511');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCDT104', 'Kim Văn Phạm', '2003-01-11', 'Nữ', 'D20CQDT01', 'PhamKV.B23DT104@stu.ptit.edu.vn', '(07) 1686 9453');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCDT105', 'Anh Hoàng Dương', '2004-09-18', 'Nam', 'D20CQDT01', 'DuongAH.B23DT105@stu.ptit.edu.vn', '(04)375-1177');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCDT106', 'Anh Anh Lê', '2006-08-05', 'Nam', 'D20CQDT01', 'LeAA.B23DT106@stu.ptit.edu.vn', '+84-69-886009');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCDT107', 'Chị Hạnh Mai', '2002-12-24', 'Nữ', 'D20CQDT01', 'MaiCH.B23DT107@stu.ptit.edu.vn', '+84 13 4078743');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCDT108', 'Khoa Hữu Vũ', '2004-01-27', 'Nữ', 'D20CQDT01', 'VuKH.B23DT108@stu.ptit.edu.vn', '02 4538910');
INSERT INTO students (student_id, full_name, dob, gender, class, email, phone) VALUES ('B23DCDT109', 'Anh Trung Vũ', '2004-08-27', 'Nam','D20CQDT01', 'VuAT.B23DT109@stu.ptit.edu.vn', '(00) 2359 5887');
